Problem Number;Problem Change Date+Time;Problem Sub Status;Problem Status;Problem Latest Impact;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-384757914;2012-02-04T10:31:58+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;POLAND;Ewa
1-384757914;2012-02-04T10:37:38+01:00;Closed;Completed;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;POLAND;Ewa
1-385201933;2010-07-08T03:50:41+01:00;In Progress;Accepted;High;Org line G4;;S33 2nd;PROD374;se;Sweden;Joakim
1-385201933;2010-07-08T04:04:25+01:00;Awaiting Assignment;Queued;High;Org line G4;;S33 2nd;PROD374;se;Sweden;Joakim
1-385201933;2010-07-09T14:06:01+01:00;Assigned;Accepted;High;Org line G4;;S33 2nd;PROD374;se;Sweden;Mikael
1-385201933;2010-09-07T12:57:19+01:00;Assigned;Accepted;High;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-385201933;2010-09-23T09:26:35+01:00;In Progress;Accepted;High;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-385201933;2010-12-05T13:27:07+01:00;Wait;Accepted;High;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-385201933;2012-01-26T11:39:55+01:00;Closed;Completed;High;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-385278464;2010-07-08T12:53:30+01:00;In Progress;Accepted;Low;Org line V2;;T3 2nd;PROD29;se;Sweden;Pekka
1-385278464;2012-02-09T09:42:24+01:00;Closed;Completed;Low;Org line V2;;T3 2nd;PROD29;se;Sweden;Pekka
1-385311756;2010-07-08T10:42:58+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-385311756;2010-07-08T10:48:38+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-385311756;2010-07-08T12:06:09+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;Sweden;Kannan
1-385311756;2010-07-08T12:06:14+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-385311756;2012-02-04T10:38:18+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-385311756;2012-02-04T10:40:10+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-386495623;2010-07-15T09:35:37+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;G354 3rd;PROD729;se;Sweden;Lena
1-386495623;2010-07-15T09:39:54+01:00;Wait;Accepted;Medium;Org line A2;A2_3;G354 3rd;PROD729;se;Sweden;Lena
1-386495623;2012-03-20T16:18:28+01:00;Closed;Completed;Medium;Org line A2;A2_3;G354 3rd;PROD729;se;Sweden;Lena
1-386782865;2010-07-16T14:46:05+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-386782865;2010-07-16T14:50:47+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-386782865;2010-07-20T14:46:26+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Kannan
1-386782865;2010-07-20T14:46:31+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-386782865;2012-01-30T13:58:35+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-386782865;2012-01-30T14:36:28+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-386782865;2012-01-30T14:36:29+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-388028918;2010-07-26T09:55:31+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388028918;2010-07-26T10:00:53+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388028918;2010-07-27T00:50:41+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Naga
1-388028918;2010-07-27T00:53:16+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388028918;2011-04-12T15:00:23+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_2;G21 2nd;PROD97;us;Sweden;Hannes
1-388028918;2011-04-12T15:00:40+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD97;us;INDIA;Jayalakshmi
1-388028918;2011-04-19T11:57:10+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD97;us;INDIA;Jayalakshmi
1-388028918;2011-05-18T10:32:01+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388028918;2011-05-18T11:27:24+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Padmanabha
1-388028918;2011-05-18T11:27:30+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388028918;2012-01-30T14:39:11+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-388028918;2012-01-30T15:45:01+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-388230583;2010-07-27T12:50:20+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388230583;2010-07-27T12:54:23+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388230583;2010-07-27T13:08:22+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Kannan
1-388230583;2010-07-27T13:08:30+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388230583;2010-08-18T11:29:41+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_2;G21 2nd;PROD97;us;Sweden;Niklas
1-388230583;2010-08-18T11:39:40+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD97;us;INDIA;Manjunath
1-388230583;2010-08-23T14:24:12+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388230583;2010-08-23T15:12:32+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD97;us;Sweden;Kannan
1-388230583;2010-08-23T15:13:39+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388230583;2012-01-31T09:04:00+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-388230583;2012-01-31T09:05:54+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-388644366;2010-07-30T08:46:42+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-388644366;2010-07-30T08:50:43+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-388644366;2010-07-30T13:43:09+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;Sweden;Kannan
1-388644366;2010-07-30T13:43:18+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-388644366;2012-01-30T15:48:15+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-388644366;2012-01-30T15:48:48+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-388724672;2010-07-30T12:19:33+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388724672;2010-07-30T12:35:28+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388724672;2010-07-30T13:23:52+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Kannan
1-388724672;2010-07-30T13:23:59+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-388724672;2012-01-30T13:58:22+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-388724672;2012-01-30T14:29:56+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-389195082;2010-08-03T10:23:32+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-389195082;2010-08-03T10:33:47+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-389195082;2010-08-03T11:56:56+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Kannan
1-389195082;2010-08-03T11:57:02+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-389195082;2010-08-11T14:01:08+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Kannan
1-389195082;2010-09-20T13:43:53+01:00;Wait;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Kannan
1-389195082;2010-09-20T13:44:35+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-389195082;2010-09-29T18:42:02+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD97;us;Sweden;Santhosh
1-389195082;2010-09-29T18:43:46+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD97;us;INDIA;Manjunath
1-389195082;2010-10-05T13:06:25+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-389195082;2010-10-13T15:00:10+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Kannan
1-389195082;2010-10-13T15:00:17+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-389195082;2012-02-04T10:43:42+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-389195082;2012-02-04T10:46:56+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-390250582;2010-08-09T16:20:59+01:00;In Progress;Accepted;Low;Org line C;C_6;G261 3rd;PROD424;se;Sweden;Åsa
1-390250582;2010-08-09T16:21:46+01:00;Awaiting Assignment;Queued;Low;Org line C;C_6;G261 3rd;PROD424;se;Sweden;Åsa
1-390250582;2010-08-09T16:21:55+01:00;In Progress;Accepted;Low;Org line C;C_6;N54 3rd;PROD424;se;USA;Stephen
1-390250582;2010-08-12T14:09:54+01:00;Wait;Accepted;Low;Org line C;C_6;N54 3rd;PROD424;se;USA;Stephen
1-390250582;2010-08-18T10:28:28+01:00;In Progress;Accepted;Low;Org line C;C_6;G261 3rd;PROD424;se;Sweden;Åsa
1-390250582;2010-08-18T10:28:48+01:00;Assigned;Accepted;Low;Org line C;C_6;G261 3rd;PROD424;se;USA;Stephen
1-390250582;2010-08-18T14:42:02+01:00;In Progress;Accepted;Low;Org line C;C_6;G261 3rd;PROD424;se;USA;Stephen
1-390250582;2011-01-06T12:42:00+01:00;Assigned;Accepted;Low;Org line C;C_6;G261 3rd;PROD424;se;Sweden;Åsa
1-390250582;2011-01-10T10:31:14+01:00;Assigned;Accepted;Low;Org line C;C_6;G261 3rd;PROD424;se;Sweden;Magnus
1-390250582;2011-09-14T11:04:06+01:00;In Progress;Accepted;Low;Org line C;C_6;G141 3rd;PROD424;se;Sweden;Mica
1-390250582;2011-10-18T13:16:24+01:00;Assigned;Accepted;Low;Org line C;C_6;G261 3rd;PROD424;se;Sweden;Mårten
1-390250582;2011-10-18T13:16:31+01:00;In Progress;Accepted;Low;Org line C;C_6;G261 3rd;PROD424;se;Sweden;Mica
1-390250582;2012-01-18T09:45:44+01:00;Closed;Completed;Low;Org line C;C_6;G261 3rd;PROD424;se;Sweden;Mica
1-390722958;2010-08-11T09:39:44+01:00;In Progress;Accepted;Low;Org line G4;;S30 2nd;PROD412;se;Sweden;Christer
1-390722958;2012-01-16T14:43:19+01:00;Assigned;Accepted;Low;Org line G4;;S30 2nd;PROD412;se;Sweden;Christer
1-390722958;2012-03-23T13:53:11+01:00;In Progress;Accepted;Low;Org line G4;;S30 2nd;PROD412;se;Sweden;Christer
1-390722958;2012-03-23T13:54:08+01:00;Closed;Completed;Low;Org line G4;;S30 2nd;PROD412;se;Sweden;Christer
1-390819078;2010-08-11T13:41:13+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-390819078;2010-08-11T13:49:10+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-390819078;2010-08-11T14:08:47+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Kannan
1-390819078;2010-08-11T14:08:54+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-390819078;2011-04-12T14:50:34+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_2;G21 2nd;PROD97;us;Sweden;Hannes
1-390819078;2011-04-12T14:50:53+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD97;us;INDIA;Jayalakshmi
1-390819078;2011-04-19T11:57:14+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD97;us;INDIA;Jayalakshmi
1-390819078;2011-04-28T13:16:11+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-390819078;2011-04-28T16:43:47+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Padmanabha
1-390819078;2011-04-28T16:43:54+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-390819078;2012-01-31T09:36:21+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-390819078;2012-01-31T09:36:40+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-392590655;2010-08-18T13:00:14+01:00;In Progress;Accepted;Medium;Org line G4;;S28 2nd;PROD108;se;Sweden;Tord
1-392590655;2012-01-24T14:49:26+01:00;Closed;Completed;Medium;Org line G4;;S28 2nd;PROD108;se;Sweden;Tord
1-392812598;2010-08-19T07:24:05+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-392812598;2010-08-19T07:27:30+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-392812598;2010-08-20T16:02:07+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;Sweden;Kannan
1-392812598;2010-08-20T16:02:16+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-392812598;2012-01-04T16:58:37+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-392812598;2012-01-04T16:59:08+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-393413330;2010-08-20T15:36:29+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-393413330;2010-08-20T15:39:43+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-393413330;2010-08-20T15:58:15+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;Sweden;Kannan
1-393413330;2010-08-20T15:58:21+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;USA;Carolyn
1-393413330;2012-02-04T10:49:16+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-393413330;2012-02-04T10:50:25+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-396569277;2010-08-30T14:35:45+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-396569277;2010-08-30T14:37:18+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-396569277;2010-08-30T14:45:02+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;Sweden;Kannan
1-396569277;2010-08-30T14:45:11+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-396569277;2012-02-04T10:47:07+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-396569277;2012-04-13T11:44:53+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-397446945;2010-09-01T11:17:52+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-397446945;2010-09-01T11:22:26+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-397446945;2010-09-01T12:29:56+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;Sweden;Kannan
1-397446945;2010-09-01T12:30:04+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-397446945;2012-01-31T09:01:21+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-397446945;2012-01-31T09:02:46+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-397806545;2010-09-02T08:57:26+01:00;In Progress;Accepted;High;Org line G4;;S33 2nd;PROD680;se;Sweden;Mikael
1-397806545;2010-09-02T09:16:56+01:00;Assigned;Accepted;High;Org line G4;;S33 2nd;PROD680;se;Sweden;Mikael
1-397806545;2010-09-06T14:13:11+01:00;In Progress;Accepted;High;Org line G4;;S33 2nd;PROD680;se;Sweden;Mikael
1-397806545;2010-09-07T11:13:23+01:00;Wait;Accepted;High;Org line G4;;S33 2nd;PROD680;se;Sweden;Mikael
1-397806545;2011-01-19T23:05:00+01:00;In Progress;Accepted;High;Org line G4;;S33 2nd;PROD680;se;Sweden;Mikael
1-397806545;2011-03-10T09:18:34+01:00;Wait;Accepted;High;Org line G4;;S33 2nd;PROD680;se;Sweden;Mikael
1-397806545;2012-01-19T17:11:17+01:00;Closed;Completed;High;Org line G4;;S33 2nd;PROD680;se;Sweden;Mikael
1-399013423;2010-09-06T11:04:31+01:00;Awaiting Assignment;Queued;Medium;Org line G4;;G51 2nd;PROD821;se;Sweden;Ing-Marie
1-399013423;2012-01-26T14:01:35+01:00;In Progress;Accepted;Medium;Org line G4;;G51 2nd;PROD821;se;Sweden;Suresh
1-399013423;2012-01-26T14:02:31+01:00;Closed;Completed;Medium;Org line G4;;G51 2nd;PROD821;se;Sweden;Suresh
1-399628501;2010-09-07T14:19:41+01:00;In Progress;Accepted;Medium;Org line G4;;S29 2nd;PROD368;se;Sweden;David
1-399628501;2010-12-02T11:45:01+01:00;Assigned;Accepted;Medium;Org line G4;;S29 2nd;PROD368;se;Sweden;David
1-399628501;2010-12-06T09:21:00+01:00;Assigned;Accepted;Medium;Org line G4;;S29 2nd;PROD368;se;Sweden;Fredrik
1-399628501;2010-12-13T10:23:46+01:00;Wait;Accepted;Medium;Org line G4;;S29 2nd;PROD368;se;Sweden;Fredrik
1-399628501;2011-06-27T11:21:07+01:00;Assigned;Accepted;Medium;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Ingemar
1-399628501;2011-06-27T11:28:04+01:00;Wait;Accepted;Medium;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Fredrik
1-399628501;2012-01-12T13:36:48+01:00;Assigned;Accepted;Medium;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Stefan
1-399628501;2012-03-27T13:05:36+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Stefan
1-399628501;2012-03-27T13:05:37+01:00;Closed;Completed;Medium;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Stefan
1-400351079;2010-09-09T10:24:32+01:00;In Progress;Accepted;Low;Org line C;;G37 2nd;PROD415;se;Sweden;Per
1-400351079;2010-09-16T14:11:58+01:00;In Progress;Accepted;Low;Org line C;;G37 2nd;PROD415;se;Sweden;Per
1-400351079;2012-02-20T07:16:22+01:00;Closed;Completed;Low;Org line C;;G37 2nd;PROD415;se;Sweden;Per
1-400528782;2010-09-09T15:58:05+01:00;In Progress;Accepted;Medium;Org line G4;;S30 2nd;PROD412;se;Sweden;Helene
1-400528782;2011-11-09T14:09:30+01:00;Closed;Completed;Medium;Org line G4;;S30 2nd;PROD412;se;Sweden;Helene
1-400528782;2011-11-09T14:49:03+01:00;In Progress;Accepted;Medium;Org line G4;;S30 2nd;PROD412;se;Sweden;Helene
1-400528782;2012-02-21T15:22:07+01:00;In Progress;Accepted;Medium;Org line G4;;S30 2nd;PROD412;se;Sweden;Gustav
1-400528782;2012-02-21T15:22:08+01:00;Closed;Completed;Medium;Org line G4;;S30 2nd;PROD412;se;Sweden;Gustav
1-402212071;2010-09-16T09:24:07+01:00;In Progress;Accepted;Medium;Org line G4;;S30 2nd;PROD412;se;Sweden;Helene
1-402212071;2010-12-29T11:21:28+01:00;Wait;Accepted;Medium;Org line G4;;S30 2nd;PROD412;se;Sweden;Helene
1-402212071;2012-01-16T14:49:15+01:00;Closed;Completed;Medium;Org line G4;;S30 2nd;PROD412;se;Sweden;Helene
1-402328919;2010-09-16T15:39:32+01:00;In Progress;Accepted;Low;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-402328919;2012-05-29T09:32:02+01:00;Closed;Completed;Low;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-402612770;2010-09-17T13:45:48+01:00;In Progress;Accepted;Medium;Org line C;C_6;G141 3rd;PROD660;se;Sweden;Åsa
1-402612770;2010-09-17T13:55:43+01:00;Awaiting Assignment;Queued;Medium;Org line C;C_6;G141 3rd;PROD660;se;Sweden;Åsa
1-402612770;2010-09-18T17:06:57+01:00;In Progress;Accepted;Medium;Org line C;C_6;G141 3rd;PROD660;se;Sweden;Jakob
1-402612770;2010-09-20T20:02:20+01:00;Assigned;Accepted;Medium;Org line C;C_6;G141 3rd;PROD660;se;Sweden;Åsa
1-402612770;2010-09-21T10:31:31+01:00;Assigned;Accepted;Medium;Org line C;C_6;G141 3rd;PROD660;se;Sweden;Mattias
1-402612770;2011-10-03T08:16:32+01:00;In Progress;Accepted;Medium;Org line C;C_6;G141 3rd;PROD660;se;Sweden;Jonny
1-402612770;2011-11-09T13:25:48+01:00;Assigned;Accepted;Medium;Org line C;C_6;G141 3rd;PROD660;se;Sweden;Erik
1-402612770;2011-11-17T09:06:16+01:00;In Progress;Accepted;Medium;Org line C;C_6;G141 3rd;PROD660;se;Sweden;Erik
1-402612770;2011-11-17T10:50:49+01:00;Wait;Accepted;Medium;Org line C;C_6;G141 3rd;PROD660;se;Sweden;Erik
1-402612770;2012-01-24T15:24:33+01:00;Closed;Completed;Medium;Org line C;C_6;G141 3rd;PROD660;se;Sweden;Erik
1-403006315;2010-09-20T13:15:00+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-403006315;2010-09-20T13:24:14+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-403006315;2010-09-20T13:42:52+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;Sweden;Kannan
1-403006315;2010-09-20T13:42:58+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-403006315;2010-09-23T19:38:14+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;Sweden;Kannan
1-403006315;2010-09-23T19:38:22+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;Sweden;Y
1-403006315;2010-09-24T08:53:49+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;Sweden;Y
1-403006315;2010-09-24T09:50:48+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-403006315;2010-09-24T17:28:46+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;Sweden;Kannan
1-403006315;2010-09-24T17:28:56+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-403006315;2012-01-31T09:54:38+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-403006315;2012-01-31T09:59:04+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-404005175;2010-09-23T15:32:09+01:00;In Progress;Accepted;Low;Org line G4;;S33 2nd;PROD304;se;Sweden;Per
1-404005175;2010-12-05T13:28:02+01:00;Wait;Accepted;Low;Org line G4;;S33 2nd;PROD304;se;Sweden;Per
1-404005175;2012-01-26T12:06:11+01:00;Closed;Completed;Low;Org line G4;;S33 2nd;PROD304;se;Sweden;Per
1-404084309;2010-09-23T18:58:12+01:00;In Progress;Accepted;Low;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-404084309;2011-01-14T14:54:47+01:00;Wait;Accepted;Low;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-404084309;2012-02-29T15:32:37+01:00;Wait;Accepted;Low;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-404084309;2012-02-29T15:32:38+01:00;Closed;Completed;Low;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-404736991;2010-09-27T13:55:41+01:00;In Progress;Accepted;Medium;Org line B;E_10;G230 2nd;PROD424;in;France;Lionel
1-404736991;2010-09-27T17:32:05+01:00;Awaiting Assignment;Queued;Medium;Org line B;E_10;G230 2nd;PROD424;in;France;Lionel
1-404736991;2010-09-29T08:53:12+01:00;In Progress;Accepted;Medium;Org line B;E_10;G230 2nd;PROD424;in;France;Nicolas
1-404736991;2010-09-29T08:55:31+01:00;Awaiting Assignment;Queued;Medium;Org line C;C_6;G261 3rd;PROD424;in;Sweden;Åsa
1-404736991;2010-10-22T15:31:35+01:00;In Progress;Accepted;Medium;Org line C;C_6;G261 3rd;PROD424;in;Sweden;Anders
1-404736991;2010-10-28T12:47:41+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_1;G195;PROD424;in;Sweden;Patrik
1-404736991;2010-11-12T12:33:36+01:00;In Progress;Accepted;Medium;Org line C;E_1;G195;PROD424;in;Sweden;Gunilla
1-404736991;2010-11-12T12:52:43+01:00;Awaiting Assignment;Queued;Medium;Org line B;E_10;G230 2nd;PROD424;in;France;Lionel
1-404736991;2010-11-16T11:09:29+01:00;In Progress;Accepted;Medium;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Rijin
1-404736991;2010-11-16T11:22:09+01:00;In Progress;Accepted;Medium;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Rijin
1-404736991;2010-11-19T17:26:11+01:00;Wait;Accepted;Medium;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Rijin
