Problem Number;Problem Latest Impact;Problem Change Date+Time;Problem Status;Problem Sub Status;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-636931254;High;2012-01-09T11:46:41+01:00;Accepted;In Progress;Org line C;E_10;G236 2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-09T12:59:51+01:00;Completed;Closed;Org line C;E_10;G236 2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-24T14:00:13+01:00;Accepted;In Progress;Org line C;E_10;G263 2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-24T14:05:59+01:00;Queued;Awaiting Assignment;Org line C;E_10;G236 2nd;PROD494;in;Sweden;Prasad
1-636931254;High;2012-01-24T14:06:00+01:00;Accepted;In Progress;Org line C;E_10;G263 2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-24T14:07:11+01:00;Accepted;In Progress;Org line C;E_10;G236 2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-01-24T14:23:47+01:00;Completed;Closed;Org line C;E_10;G236 2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-02-09T10:00:51+01:00;Accepted;In Progress;Org line C;E_10;G263 2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-02-09T10:01:34+01:00;Accepted;Assigned;Org line C;E_10;G236 2nd;PROD494;in;Sweden;Prasad
1-636931254;High;2012-02-09T10:01:40+01:00;Accepted;In Progress;Org line C;E_10;G236 2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-02-09T10:14:43+01:00;Completed;Closed;Org line C;E_10;G236 2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-02-09T11:35:52+01:00;Accepted;In Progress;Org line C;E_10;G236 2nd;PROD494;in;Sweden;Jitender
1-636931254;High;2012-02-09T11:37:52+01:00;Completed;Closed;Org line C;E_10;G236 2nd;PROD494;in;Sweden;Jitender
1-637059802;Medium;2012-01-09T11:55:12+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-637059802;Medium;2012-01-09T11:55:57+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-637089310;Medium;2012-01-09T12:49:14+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-637089310;Medium;2012-01-09T12:52:21+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-637089310;Medium;2012-02-14T15:02:15+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-637089310;Medium;2012-02-16T13:15:37+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Timothy
1-637089310;Medium;2012-02-16T13:16:32+01:00;Completed;Closed;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Timothy
1-637713545;Low;2012-01-10T11:11:08+01:00;Accepted;In Progress;Org line C;E_10;G138 2nd;PROD802;se;Sweden;Ann-Charlotte
1-637713545;Low;2012-01-10T11:16:22+01:00;Queued;Awaiting Assignment;Org line C;E_10;G138 2nd;PROD802;se;Sweden;Ann-Charlotte
1-637713651;Low;2012-01-10T10:27:07+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD397;se;Sweden;Håkan
1-637713651;Low;2012-01-13T12:32:34+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD397;se;Sweden;Håkan
1-637893062;Medium;2012-01-10T14:05:54+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD448;se;Sweden;Samira
1-637893062;Medium;2012-01-27T15:52:26+01:00;Accepted;Assigned;Org line G4;;S33 2nd;PROD448;se;Sweden;Samira
1-637893062;Medium;2012-03-12T16:22:26+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD448;se;Sweden;Samira
1-637893062;Medium;2012-03-12T16:22:39+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD448;se;Sweden;Samira
1-638091067;Major;2012-01-10T19:56:40+01:00;Accepted;In Progress;Org line C;E_7;G160 2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-01-13T15:46:25+01:00;Completed;Closed;Org line C;E_7;G160 2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-01-13T16:55:17+01:00;Accepted;In Progress;Org line C;E_7;G160 2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-01-13T16:57:02+01:00;Accepted;Wait;Org line C;E_7;G160 2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-01-16T15:55:28+01:00;Queued;Awaiting Assignment;Org line C;E_7;G160 2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-01-18T10:14:25+01:00;Accepted;Assigned;Org line C;E_7;G160 2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-04-16T11:09:13+01:00;Accepted;In Progress;Org line C;E_7;G160 2nd;PROD327;se;Sweden;Peter
1-638091067;Major;2012-04-16T11:09:14+01:00;Completed;Closed;Org line C;E_7;G160 2nd;PROD327;se;Sweden;Peter
1-639881579;High;2012-01-12T09:13:47+01:00;Accepted;In Progress;Org line C;E_7;G160 2nd;PROD673;se;Sweden;Peter
1-639881579;High;2012-02-06T08:15:37+01:00;Completed;Closed;Org line C;E_7;G160 2nd;PROD673;se;Sweden;Peter
1-639942581;Medium;2012-01-12T11:16:10+01:00;Accepted;In Progress;Org line C;E_7;G153 2nd;PROD673;se;France;Fabrice
1-639942581;Medium;2012-02-07T11:40:16+01:00;Accepted;Wait;Org line C;E_7;G153 2nd;PROD673;se;France;Fabrice
1-639942581;Medium;2012-02-15T15:16:52+01:00;Accepted;In Progress;Org line C;E_7;G153 2nd;PROD673;se;France;Fabrice
1-639942581;Medium;2012-02-15T15:51:00+01:00;Completed;Closed;Org line C;E_7;G153 2nd;PROD673;se;France;Fabrice
1-640059801;Medium;2012-01-12T12:24:50+01:00;Accepted;In Progress;Org line C;E_6;V29 2nd;PROD673;fr;France;Bruno
1-640059801;Medium;2012-01-12T12:26:04+01:00;Completed;Closed;Org line C;E_6;V29 2nd;PROD673;fr;France;Bruno
1-640254885;Major;2012-01-12T16:14:39+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD348;se;USA;Robert
1-640254885;Major;2012-01-12T16:15:03+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD348;se;USA;Robert
1-640387614;Medium;2012-01-12T22:20:38+01:00;Accepted;In Progress;Org line C;E_10;G138 2nd;PROD802;se;Sweden;Ann-Charlotte
1-640387614;Medium;2012-01-12T22:21:07+01:00;Accepted;In Progress;Org line C;E_10;G138 2nd;PROD802;se;Sweden;Ann-Charlotte
1-640387614;Medium;2012-01-12T22:22:43+01:00;Queued;Awaiting Assignment;Org line C;E_10;G138 2nd;PROD802;se;Sweden;Ann-Charlotte
1-640387614;Medium;2012-01-13T22:25:40+01:00;Queued;Awaiting Assignment;Org line C;E_10;G138 2nd;PROD802;se;Sweden;Ann-Charlotte
1-641023492;Medium;2012-01-13T08:04:43+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-641023492;Medium;2012-01-26T13:51:59+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-641083751;Medium;2012-01-13T09:10:14+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-641083751;Medium;2012-01-13T09:17:04+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-641083751;Medium;2012-01-22T23:36:47+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-641083751;Medium;2012-01-22T23:37:57+01:00;Completed;Closed;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-641083987;Medium;2012-01-13T09:43:55+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-641083987;Medium;2012-01-13T09:47:37+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-641083987;Medium;2012-05-17T09:54:33+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-641083987;Medium;2012-05-17T09:54:35+01:00;Completed;Closed;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-641243011;Medium;2012-01-13T12:26:50+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-641243011;Medium;2012-01-13T12:30:57+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-641243011;Medium;2012-02-01T12:00:33+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;POLAND;Tomasz
1-641243011;Medium;2012-02-01T12:53:18+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-641243011;Medium;2012-02-02T12:20:48+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;POLAND;Tomasz
1-641243011;Medium;2012-02-02T12:22:16+01:00;Completed;Closed;Org line A2;A2_1;G42 3rd;PROD236;gb;POLAND;Tomasz
1-641306231;Medium;2012-01-13T13:40:59+01:00;Accepted;In Progress;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-641306231;Medium;2012-01-16T12:40:15+01:00;Completed;Closed;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-641323677;High;2012-01-13T13:25:52+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-641323677;High;2012-01-13T13:27:12+01:00;Accepted;Assigned;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-641323677;High;2012-01-13T15:30:14+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-641323677;High;2012-01-17T08:19:24+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-641530471;Medium;2012-01-13T20:03:40+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD436;us;USA;Robert
1-642766943;High;2012-01-16T14:45:58+01:00;Accepted;In Progress;Org line A2;A2_1;N14 2nd;PROD776;pl;POLAND;Paulina
1-642766943;High;2012-01-16T15:36:17+01:00;Accepted;Wait;Org line A2;A2_1;N14 2nd;PROD776;pl;POLAND;Paulina
1-642766943;High;2012-01-18T08:17:27+01:00;Accepted;In Progress;Org line A2;A2_1;N14 2nd;PROD776;pl;POLAND;Paulina
1-642766943;High;2012-01-18T08:18:16+01:00;Completed;Closed;Org line A2;A2_1;N14 2nd;PROD776;pl;POLAND;Paulina
1-642846054;Medium;2012-01-16T16:03:47+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Ramith
1-642846054;Medium;2012-01-16T16:14:34+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Ramith
1-642846054;Medium;2012-05-23T12:53:24+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Ramith
1-643556695;Major;2012-01-17T13:09:37+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Ramith
1-643556695;Major;2012-02-23T09:11:36+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Ramith
1-643706642;High;2012-01-17T14:56:44+01:00;Accepted;In Progress;Org line G4;;S28 2nd;PROD108;se;Sweden;Mattias
1-643706642;High;2012-01-17T15:33:32+01:00;Accepted;In Progress;Org line G4;;S28 2nd;PROD108;se;Sweden;Mattias
1-643706642;High;2012-01-19T08:16:38+01:00;Completed;Closed;Org line G4;;S28 2nd;PROD108;se;Sweden;Mattias
1-644748889;Medium;2012-01-18T11:17:02+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-644748889;Medium;2012-01-18T11:19:42+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-644992956;High;2012-01-18T15:02:14+01:00;Accepted;In Progress;Org line C;E_1;G55 2nd;PROD745;be;Sweden;Kåre
1-644992956;High;2012-01-18T15:04:14+01:00;Accepted;In Progress;Org line C;E_1;G55 2nd;PROD745;be;Sweden;Kåre
1-644992956;High;2012-01-23T10:21:55+01:00;Accepted;Wait;Org line C;E_1;G55 2nd;PROD745;be;Sweden;Kåre
1-644992956;High;2012-04-20T13:15:47+01:00;Completed;Closed;Org line C;E_1;G55 2nd;PROD745;be;Sweden;Kåre
1-647796802;High;2012-01-19T09:47:12+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-647796802;High;2012-01-19T10:22:55+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-647796802;High;2012-01-19T14:07:04+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-647796802;High;2012-01-22T23:31:32+01:00;Completed;Closed;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-647841758;Major;2012-01-19T10:31:05+01:00;Accepted;In Progress;Org line F;;G207 2nd;PROD821;be;Belgium;Marc
1-647841758;Major;2012-01-19T10:36:41+01:00;Completed;Closed;Org line F;;G207 2nd;PROD821;be;Belgium;Marc
1-647841758;Major;2012-02-03T15:24:29+01:00;Accepted;In Progress;Org line F;;G207 2nd;PROD821;be;Belgium;Marc
1-647841758;Major;2012-02-03T15:27:38+01:00;Queued;Awaiting Assignment;Org line C;C_1;G56 3rd;PROD821;be;Belgium;Peter
1-649887393;Medium;2012-01-23T09:18:48+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-649887393;Medium;2012-03-28T10:23:22+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-650123293;Medium;2012-01-23T13:22:40+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-650123293;Medium;2012-01-23T13:23:00+01:00;Accepted;Assigned;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-650123293;Medium;2012-01-24T08:47:44+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-650123293;Medium;2012-03-19T21:37:49+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-650135511;Medium;2012-01-23T13:25:31+01:00;Accepted;In Progress;Org line F;;G207 2nd;PROD753;se;Belgium;Marc
1-650135511;Medium;2012-03-15T04:34:37+01:00;Completed;Closed;Org line F;;G207 2nd;PROD753;se;Belgium;Marc
1-650892393;Medium;2012-01-24T08:43:58+01:00;Accepted;In Progress;Org line G4;;S29 2nd;PROD551;se;Sweden;Erik
1-650892393;Medium;2012-01-25T07:28:41+01:00;Completed;Closed;Org line G4;;S29 2nd;PROD551;se;Sweden;Erik
1-652270498;Medium;2012-01-25T15:36:13+01:00;Accepted;In Progress;Org line A2;A2_3;N5 2nd;PROD231;us;USA;David
1-652270498;Medium;2012-03-14T12:26:04+01:00;Completed;Closed;Org line A2;A2_3;N5 2nd;PROD231;us;USA;David
1-652874271;Medium;2012-01-26T08:21:24+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD397;se;Sweden;Håkan
1-652874271;Medium;2012-04-02T16:10:52+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD397;se;Sweden;Håkan
1-652925445;Low;2012-01-26T09:54:38+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-652925445;Low;2012-04-30T13:21:26+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-653254236;Medium;2012-01-26T16:50:33+01:00;Accepted;In Progress;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Miroslaw
1-653254236;Medium;2012-01-26T16:52:01+01:00;Accepted;Wait;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Miroslaw
1-653254236;Medium;2012-05-23T16:34:17+01:00;Completed;Closed;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Miroslaw
1-653314473;Major;2012-01-26T19:30:56+01:00;Queued;Awaiting Assignment;Org line C;V3_3;N22 2nd;PROD306;us;USA;Kymaria
1-653314473;Major;2012-02-17T16:17:24+01:00;Accepted;In Progress;Org line C;V3_3;N22 2nd;PROD306;us;USA;Kymaria
1-653314473;Major;2012-03-23T16:15:21+01:00;Completed;Closed;Org line C;V3_3;N22 2nd;PROD306;us;USA;Kymaria
1-653989471;High;2012-01-27T10:57:21+01:00;Queued;Awaiting Assignment;Org line C;E_7;G162 2nd;PROD597;us;INDIA;-
1-653989471;High;2012-02-03T13:38:44+01:00;Accepted;In Progress;Org line C;E_7;G165 2nd;PROD597;us;INDIA;-
1-653989471;High;2012-02-03T13:48:12+01:00;Accepted;In Progress;Org line C;E_7;G153 2nd;PROD597;us;INDIA;Santosh
1-655536176;Medium;2012-01-30T15:52:24+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD815;us;Sweden;Mats
1-655536176;Medium;2012-02-22T17:53:37+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD815;us;Sweden;Mats
1-656510751;Medium;2012-01-31T18:42:52+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-656510751;Medium;2012-02-05T12:36:35+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-656510751;Medium;2012-02-05T12:37:39+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-656510751;Medium;2012-02-05T12:37:58+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-656868426;Medium;2012-02-01T07:33:06+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;Marco
1-656868426;Medium;2012-02-01T07:34:10+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD412;se;Sweden;Marco
1-656868426;Medium;2012-02-01T08:36:55+01:00;Accepted;Wait;Org line G4;;S30 2nd;PROD412;se;Sweden;Marco
1-656868426;Medium;2012-02-22T08:36:51+01:00;Completed;Closed;Org line G4;;S30 2nd;PROD412;se;Sweden;Marco
1-657063150;Medium;2012-02-01T11:40:32+01:00;Accepted;In Progress;Org line C;E_1;G55 2nd;PROD221;be;Belgium;Peter
1-657063150;Medium;2012-02-08T06:39:43+01:00;Queued;Awaiting Assignment;Org line C;E_1;G55 2nd;PROD221;be;Belgium;Peter
1-657063150;Medium;2012-02-17T08:59:31+01:00;Accepted;Assigned;Org line C;E_8;G119 2nd;PROD221;be;INDIA;Anup
1-657063150;Medium;2012-02-27T10:08:24+01:00;Queued;Awaiting Assignment;Org line C;E_1;G55 2nd;PROD221;be;Belgium;Peter
1-657063150;Medium;2012-02-27T13:49:10+01:00;Accepted;In Progress;Org line C;E_1;G55 2nd;PROD221;be;Sweden;Kåre
1-657163590;Low;2012-02-01T13:50:00+01:00;Accepted;In Progress;Org line C;E_4;G93 2nd;PROD325;in;INDIA;Amar
1-657163590;Low;2012-02-01T13:51:44+01:00;Accepted;Assigned;Org line C;E_4;G93 2nd;PROD325;in;INDIA;Amar
1-657163590;Low;2012-03-13T20:08:32+01:00;Completed;Closed;Org line C;E_4;G93 2nd;PROD325;in;INDIA;Amar
1-657368644;High;2012-02-01T16:15:24+01:00;Accepted;In Progress;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-657368644;High;2012-02-03T15:04:20+01:00;Completed;Closed;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-657768145;Medium;2012-02-02T10:49:59+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;Marco
1-657768145;Medium;2012-02-02T11:09:49+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD412;se;Sweden;Marco
1-657768145;Medium;2012-02-15T14:30:50+01:00;Completed;Closed;Org line G4;;S30 2nd;PROD412;se;Sweden;Marco
1-658092528;Major;2012-02-02T16:49:22+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD348;us;USA;Jay
1-658092528;Major;2012-02-02T16:50:53+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD348;us;USA;Jay
1-659231191;Medium;2012-02-06T09:49:01+01:00;Accepted;In Progress;Org line G4;;S28 2nd;PROD108;se;Sweden;Mattias
1-659231191;Medium;2012-02-27T14:31:19+01:00;Completed;Closed;Org line G4;;S28 2nd;PROD108;se;Sweden;Mattias
1-659376592;High;2012-02-06T12:40:31+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-659376592;High;2012-02-09T13:29:59+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-659539868;Medium;2012-02-06T14:22:56+01:00;Accepted;In Progress;Org line A2;A2_3;S21 2nd;PROD231;se;Sweden;Kristina
1-659539868;Medium;2012-03-27T13:15:36+01:00;Completed;Closed;Org line A2;A2_3;S21 2nd;PROD231;se;Sweden;Kristina
1-659618631;Medium;2012-02-06T15:35:43+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD397;se;Sweden;Bharath
1-659618631;Medium;2012-02-20T10:48:15+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD397;se;Sweden;Bharath
1-659922661;Medium;2012-02-07T08:29:35+01:00;Accepted;In Progress;Org line C;C_6;G250 3rd;PROD660;se;Sweden;Tomas
1-659922661;Medium;2012-02-08T08:44:29+01:00;Queued;Awaiting Assignment;Org line C;C_6;G250 3rd;PROD660;se;Sweden;Tomas
1-660268091;Major;2012-03-08T14:51:56+01:00;Queued;Awaiting Assignment;Org line C;E_7;G157 2nd;PROD597;in;INDIA;Rajesh Kumar
1-660268091;Major;2012-03-15T12:38:48+01:00;Accepted;In Progress;Org line C;E_7;G157 2nd;PROD597;in;INDIA;Rajesh Kumar
1-660268091;Major;2012-03-15T12:39:42+01:00;Completed;Closed;Org line C;E_7;G157 2nd;PROD597;in;INDIA;Rajesh Kumar
1-660268091;Major;2012-03-15T14:01:24+01:00;Accepted;In Progress;Org line C;E_7;G157 2nd;PROD597;in;INDIA;Rajesh Kumar
1-660268091;Major;2012-03-15T14:05:26+01:00;Completed;Closed;Org line C;E_7;G157 2nd;PROD597;in;INDIA;Rajesh Kumar
1-660393401;Low;2012-02-07T17:09:58+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-660393401;Low;2012-02-21T13:49:07+01:00;Accepted;Wait;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-660393401;Low;2012-02-28T09:49:20+01:00;Completed;Closed;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-660786538;Medium;2012-02-08T13:18:12+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD804;se;Sweden;Pascal
1-660786538;Medium;2012-02-08T13:27:33+01:00;Accepted;Wait;Org line C;C_6;G273 3rd;PROD804;se;Sweden;Pascal
1-660786538;Medium;2012-04-11T12:56:45+01:00;Completed;Closed;Org line C;C_6;G273 3rd;PROD804;se;Sweden;Pascal
1-660873096;Low;2012-02-08T14:43:39+01:00;Accepted;In Progress;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Ann-Charlotte
1-660873096;Low;2012-03-14T12:44:52+01:00;Completed;Closed;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Ann-Charlotte
1-660903884;Medium;2012-02-08T14:57:42+01:00;Queued;Awaiting Assignment;Org line C;C_6;G148 3rd;PROD544;se;Sweden;Emil
1-660903884;Medium;2012-04-04T10:29:21+01:00;Accepted;In Progress;Org line C;C_6;G148 3rd;PROD544;se;Sweden;Emil
1-660903884;Medium;2012-04-04T10:29:32+01:00;Completed;Closed;Org line C;C_6;G148 3rd;PROD544;se;Sweden;Emil
1-660949435;Low;2012-02-08T17:07:29+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-660949435;Low;2012-03-13T11:35:07+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-661231558;Major;2012-02-09T09:52:23+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-661231558;Major;2012-03-05T15:52:49+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD793;us;INDIA;Hineesh
1-661706786;High;2012-02-09T11:25:45+01:00;Accepted;In Progress;Org line A2;A2_4;G113 2nd;PROD521;us;Sweden;Saki
1-661706786;High;2012-02-16T17:15:37+01:00;Accepted;Wait;Org line A2;A2_4;G113 2nd;PROD521;us;Sweden;Saki
1-661706786;High;2012-05-02T09:07:53+01:00;Completed;Closed;Org line A2;A2_4;G113 2nd;PROD521;us;Sweden;Saki
1-663851111;High;2012-02-09T16:36:08+01:00;Accepted;In Progress;Org line C;E_10;G285 2nd;PROD646;se;Sweden;Leif
1-663851111;High;2012-03-01T10:40:26+01:00;Completed;Closed;Org line C;E_10;G285 2nd;PROD646;se;Sweden;Leif
1-664579051;Medium;2012-02-10T08:52:07+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-664579051;Medium;2012-02-29T14:32:49+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-669119156;Major;2012-02-18T18:44:35+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD436;us;USA;Robert
1-669119156;Major;2012-02-28T16:36:29+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD436;us;USA;Robert
1-669119156;Major;2012-02-28T16:37:04+01:00;Accepted;Assigned;Org line C;E_4;G88 2nd;PROD436;us;INDIA;Ramith
1-669119156;Major;2012-02-28T17:08:07+01:00;Accepted;Assigned;Org line C;E_4;G88 2nd;PROD436;us;INDIA;Hineesh
1-669119156;Major;2012-03-05T16:29:45+01:00;Completed;Closed;Org line C;E_4;G88 2nd;PROD436;us;INDIA;Hineesh
1-669202942;Medium;2012-02-12T21:01:32+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-669202942;Medium;2012-03-27T22:15:40+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-669804759;High;2012-02-13T08:03:37+01:00;Accepted;In Progress;Org line C;E_7;G160 2nd;PROD673;se;Sweden;Peter
1-669804759;High;2012-04-01T16:50:09+01:00;Completed;Closed;Org line C;E_7;G160 2nd;PROD673;se;Sweden;Peter
1-670754761;Medium;2012-02-13T10:03:27+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;in;USA;Robert
1-670754761;Medium;2012-02-13T10:06:36+01:00;Accepted;Wait;Org line C;E_4;G88 2nd;PROD793;in;USA;Robert
1-670754761;Medium;2012-02-28T17:17:05+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD793;in;USA;Robert
1-672506739;Medium;2012-02-13T14:06:44+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;USA;Robert
1-672506739;Medium;2012-02-13T14:10:57+01:00;Accepted;Wait;Org line C;E_4;G88 2nd;PROD793;us;USA;Robert
1-672506739;Medium;2012-03-07T13:20:54+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD793;us;USA;Robert
1-672506739;Medium;2012-03-12T19:32:08+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD793;us;Sweden;Vaibhav
