case,event,startTime,completeTime
r1_401,Assess eligibility,19:25.1,19:25.1
r1_401,Prepare acceptance pack,05:06.6,05:06.6
r1_401,Check if home insurance quote is requested,29:05.2,29:05.2
r1_401,Send home insurance quote,54:24.3,54:24.3
r1_401,Verify repayment agreement,11:38.2,11:38.2
r1_401,Approve application,24:52.0,24:52.0
r1_401,Loan  application approved,24:52.0,24:52.0
r1_29,Loan  application received,30:00.0,30:00.0
r1_29,Check  application  form completeness,03:23.3,03:23.3
r1_29,Check credit history,23:09.0,23:09.0
r1_29,Appraise property,30:00.3,30:00.3
r1_29,Assess loan risk,53:13.3,53:13.3
r1_29,Assess eligibility,33:27.5,33:27.5
r1_29,Reject application,11:16.1,11:16.1
r1_29,Loan application rejected,11:16.1,11:16.1
r1_136,Loan  application received,00:00.0,00:00.0
r1_136,Check  application  form completeness,32:29.8,32:29.8
r1_136,Appraise property,51:42.2,51:42.2
r1_136,Check credit history,55:32.6,55:32.6
r1_136,Assess loan risk,33:40.7,33:40.7
r1_136,Assess eligibility,32:43.4,32:43.4
r1_136,Prepare acceptance pack,34:16.7,34:16.7
r1_136,Check if home insurance quote is requested,17:42.5,17:42.5
r1_136,Send home insurance quote,43:03.6,43:03.6
r1_136,Verify repayment agreement,56:27.0,56:27.0
r1_136,Approve application,59:12.4,59:12.4
r1_136,Loan  application approved,59:12.4,59:12.4
r1_11,Loan  application received,30:00.0,30:00.0
r1_11,Check  application  form completeness,46:05.1,46:05.1
r1_11,Appraise property,49:38.3,49:38.3
r1_11,Check credit history,27:24.8,27:24.8
r1_11,Assess loan risk,48:28.1,48:28.1
r1_11,Assess eligibility,56:26.2,56:26.2
r1_11,Prepare acceptance pack,12:31.5,12:31.5
r1_11,Check if home insurance quote is requested,30:39.9,30:39.9
r1_11,Send acceptance pack,32:25.7,32:25.7
r1_11,Verify repayment agreement,58:32.2,58:32.2
r1_11,Approve application,07:48.4,07:48.4
r1_11,Loan  application approved,07:48.4,07:48.4
r1_57,Loan  application received,30:00.0,30:00.0
r1_57,Check  application  form completeness,01:46.6,01:46.6
r1_57,Appraise property,24:59.6,24:59.6
r1_57,Check credit history,01:04.7,01:04.7
r1_57,Assess loan risk,09:15.5,09:15.5
r1_57,Assess eligibility,20:53.8,20:53.8
r1_57,Prepare acceptance pack,54:48.2,54:48.2
r1_57,Check if home insurance quote is requested,17:41.6,17:41.6
r1_57,Send home insurance quote,54:58.1,54:58.1
r1_57,Verify repayment agreement,48:43.4,48:43.4
r1_57,Cancel application,24:12.2,24:12.2
r1_57,Loan  application canceled,24:12.2,24:12.2
r1_63,Loan  application received,30:00.0,30:00.0
r1_63,Check  application  form completeness,58:52.1,58:52.1
r1_63,Check credit history,11:10.9,11:10.9
r1_63,Assess loan risk,34:01.8,34:01.8
r1_63,Appraise property,48:19.5,48:19.5
r1_63,Assess eligibility,14:44.4,14:44.4
r1_63,Reject application,02:12.2,02:12.2
r1_63,Loan application rejected,02:12.2,02:12.2
r1_480,Loan  application received,00:00.0,00:00.0
r1_480,Check  application  form completeness,03:40.7,03:40.7
r1_480,Check credit history,04:14.9,04:14.9
r1_480,Appraise property,25:28.0,25:28.0
r1_480,Assess loan risk,17:23.5,17:23.5
r1_480,Assess eligibility,25:37.2,25:37.2
r1_480,Prepare acceptance pack,41:54.2,41:54.2
r1_480,Check if home insurance quote is requested,15:53.2,15:53.2
r1_480,Send acceptance pack,52:55.6,52:55.6
r1_480,Verify repayment agreement,59:03.1,59:03.1
r1_480,Approve application,05:17.2,05:17.2
r1_480,Loan  application approved,05:17.2,05:17.2
r1_36,Loan  application received,00:00.0,00:00.0
r1_36,Check  application  form completeness,02:20.5,02:20.5
r1_36,Appraise property,27:05.7,27:05.7
r1_36,Check credit history,37:52.7,37:52.7
r1_36,Assess loan risk,59:44.7,59:44.7
r1_36,Assess eligibility,08:59.4,08:59.4
r1_36,Reject application,30:35.8,30:35.8
r1_36,Loan application rejected,30:35.8,30:35.8
r1_439,Loan  application received,30:00.0,30:00.0
r1_439,Check  application  form completeness,55:21.8,55:21.8
r1_439,Check credit history,20:12.6,20:12.6
r1_439,Appraise property,41:35.4,41:35.4
r1_439,Assess loan risk,44:05.3,44:05.3
r1_439,Assess eligibility,44:39.6,44:39.6
r1_439,Reject application,48:36.6,48:36.6
r1_439,Loan application rejected,48:36.6,48:36.6
r1_3,Loan  application received,30:00.0,30:00.0
r1_3,Check  application  form completeness,25:37.2,25:37.2
r1_3,Appraise property,29:59.3,29:59.3
r1_3,Check credit history,50:57.1,50:57.1
r1_3,Assess loan risk,26:30.8,26:30.8
r1_3,Assess eligibility,43:44.1,43:44.1
r1_3,Reject application,43:58.2,43:58.2
r1_3,Loan application rejected,43:58.2,43:58.2
r1_417,Loan  application received,30:00.0,30:00.0
r1_417,Check  application  form completeness,40:24.4,40:24.4
r1_417,Check credit history,52:19.8,52:19.8
r1_417,Assess loan risk,58:18.2,58:18.2
r1_417,Appraise property,04:16.4,04:16.4
r1_417,Assess eligibility,31:27.8,31:27.8
r1_417,Prepare acceptance pack,35:54.1,35:54.1
r1_417,Check if home insurance quote is requested,56:41.8,56:41.8
r1_417,Send acceptance pack,55:25.6,55:25.6
r1_417,Verify repayment agreement,00:28.1,00:28.1
r1_417,Cancel application,17:50.9,17:50.9
r1_417,Loan  application canceled,17:50.9,17:50.9
r1_93,Loan  application received,30:00.0,30:00.0
r1_93,Check  application  form completeness,32:15.9,32:15.9
r1_93,Appraise property,19:48.0,19:48.0
r1_93,Check credit history,51:16.5,51:16.5
r1_93,Assess loan risk,57:55.8,57:55.8
r1_93,Assess eligibility,16:18.5,16:18.5
r1_93,Reject application,56:42.3,56:42.3
r1_93,Loan application rejected,56:42.3,56:42.3
r1_190,Loan  application received,00:00.0,00:00.0
r1_190,Check  application  form completeness,01:46.9,01:46.9
r1_190,Appraise property,16:25.7,16:25.7
r1_190,Check credit history,45:28.9,45:28.9
r1_190,Assess loan risk,18:29.7,18:29.7
r1_190,Assess eligibility,34:57.8,34:57.8
r1_190,Reject application,05:16.0,05:16.0
r1_190,Loan application rejected,05:16.0,05:16.0
r1_272,Loan  application received,00:00.0,00:00.0
r1_272,Check  application  form completeness,08:01.5,08:01.5
r1_272,Return application back to applicant,32:19.6,32:19.6
r1_272,Receive updated application,55:20.7,55:20.7
r1_272,Check  application  form completeness,18:18.7,18:18.7
r1_272,Return application back to applicant,24:10.8,24:10.8
r1_272,Receive updated application,07:47.7,07:47.7
r1_272,Check  application  form completeness,25:53.7,25:53.7
r1_272,Check credit history,35:04.4,35:04.4
r1_272,Appraise property,37:27.5,37:27.5
r1_272,Assess loan risk,51:56.9,51:56.9
r1_272,Assess eligibility,20:05.8,20:05.8
r1_272,Prepare acceptance pack,34:03.3,34:03.3
r1_272,Check if home insurance quote is requested,38:19.8,38:19.8
r1_272,Send home insurance quote,07:43.0,07:43.0
r1_272,Verify repayment agreement,33:21.9,33:21.9
r1_272,Approve application,24:51.1,24:51.1
r1_272,Loan  application approved,24:51.1,24:51.1
r1_141,Loan  application received,30:00.0,30:00.0
r1_141,Check  application  form completeness,06:42.3,06:42.3
r1_141,Check credit history,13:17.9,13:17.9
r1_141,Appraise property,34:44.1,34:44.1
r1_141,Assess loan risk,45:18.2,45:18.2
r1_141,Assess eligibility,00:04.2,00:04.2
r1_141,Reject application,51:57.0,51:57.0
r1_141,Loan application rejected,51:57.0,51:57.0
r1_394,Loan  application received,00:00.0,00:00.0
r1_394,Check  application  form completeness,51:29.7,51:29.7
r1_394,Appraise property,12:17.9,12:17.9
r1_394,Check credit history,13:08.2,13:08.2
r1_394,Assess loan risk,40:03.3,40:03.3
r1_394,Assess eligibility,07:22.8,07:22.8
r1_394,Prepare acceptance pack,16:28.9,16:28.9
r1_394,Check if home insurance quote is requested,20:33.0,20:33.0
r1_394,Send home insurance quote,36:04.2,36:04.2
r1_394,Verify repayment agreement,39:38.2,39:38.2
r1_394,Approve application,48:09.9,48:09.9
r1_394,Loan  application approved,48:09.9,48:09.9
r1_292,Loan  application received,00:00.0,00:00.0
r1_292,Check  application  form completeness,05:30.3,05:30.3
r1_292,Check credit history,33:53.8,33:53.8
r1_292,Appraise property,47:17.3,47:17.3
r1_292,Assess loan risk,58:02.0,58:02.0
r1_292,Assess eligibility,21:53.0,21:53.0
r1_292,Prepare acceptance pack,27:37.2,27:37.2
r1_292,Check if home insurance quote is requested,45:33.1,45:33.1
r1_292,Send acceptance pack,06:12.7,06:12.7
r1_292,Verify repayment agreement,46:21.2,46:21.2
r1_292,Approve application,45:36.7,45:36.7
r1_292,Loan  application approved,45:36.7,45:36.7
r1_285,Loan  application received,30:00.0,30:00.0
r1_285,Check  application  form completeness,31:44.5,31:44.5
r1_285,Check credit history,42:06.7,42:06.7
r1_285,Appraise property,56:49.2,56:49.2
r1_285,Assess loan risk,45:28.8,45:28.8
r1_285,Assess eligibility,12:21.1,12:21.1
r1_285,Prepare acceptance pack,16:40.5,16:40.5
r1_285,Check if home insurance quote is requested,41:13.5,41:13.5
r1_285,Send acceptance pack,43:15.4,43:15.4
r1_285,Verify repayment agreement,02:58.8,02:58.8
r1_285,Cancel application,38:29.2,38:29.2
r1_285,Loan  application canceled,38:29.2,38:29.2
r1_230,Loan  application received,00:00.0,00:00.0
r1_230,Check  application  form completeness,44:01.0,44:01.0
r1_230,Return application back to applicant,31:47.4,31:47.4
r1_230,Receive updated application,22:01.3,22:01.3
r1_230,Check  application  form completeness,58:13.8,58:13.8
r1_230,Appraise property,02:59.6,02:59.6
r1_230,Check credit history,59:22.6,59:22.6
r1_230,Assess loan risk,12:22.3,12:22.3
r1_230,Assess eligibility,29:15.1,29:15.1
r1_230,Reject application,52:09.3,52:09.3
r1_230,Loan application rejected,52:09.3,52:09.3
r1_333,Loan  application received,30:00.0,30:00.0
r1_333,Check  application  form completeness,15:07.1,15:07.1
r1_333,Appraise property,14:45.1,14:45.1
r1_333,Check credit history,28:55.3,28:55.3
r1_333,Assess loan risk,21:12.7,21:12.7
r1_333,Assess eligibility,25:39.8,25:39.8
r1_333,Reject application,59:56.6,59:56.6
r1_333,Loan application rejected,59:56.6,59:56.6
r1_381,Loan  application received,30:00.0,30:00.0
r1_381,Check  application  form completeness,38:45.7,38:45.7
r1_381,Appraise property,17:31.9,17:31.9
r1_381,Check credit history,31:30.8,31:30.8
r1_381,Assess loan risk,37:14.0,37:14.0
r1_381,Assess eligibility,37:31.1,37:31.1
r1_381,Prepare acceptance pack,43:36.5,43:36.5
r1_381,Check if home insurance quote is requested,10:25.8,10:25.8
r1_381,Send acceptance pack,44:35.5,44:35.5
r1_381,Verify repayment agreement,57:58.0,57:58.0
r1_381,Cancel application,13:25.0,13:25.0
r1_381,Loan  application canceled,13:25.0,13:25.0
r1_69,Loan  application received,30:00.0,30:00.0
r1_69,Check  application  form completeness,39:20.1,39:20.1
r1_69,Return application back to applicant,35:59.3,35:59.3
r1_69,Receive updated application,23:25.3,23:25.3
r1_69,Check  application  form completeness,31:38.1,31:38.1
r1_69,Check credit history,33:55.9,33:55.9
r1_69,Assess loan risk,54:50.9,54:50.9
r1_69,Appraise property,18:15.0,18:15.0
r1_69,Assess eligibility,19:47.5,19:47.5
r1_69,Prepare acceptance pack,23:25.2,23:25.2
r1_69,Check if home insurance quote is requested,57:40.9,57:40.9
r1_69,Send acceptance pack,32:13.2,32:13.2
r1_69,Verify repayment agreement,08:56.9,08:56.9
r1_69,Approve application,15:55.0,15:55.0
r1_69,Loan  application approved,15:55.0,15:55.0
r1_197,Loan  application received,30:00.0,30:00.0
r1_197,Check  application  form completeness,00:53.2,00:53.2
r1_197,Appraise property,52:39.6,52:39.6
r1_197,Check credit history,56:36.9,56:36.9
r1_197,Assess loan risk,27:38.0,27:38.0
r1_197,Assess eligibility,19:55.9,19:55.9
r1_197,Prepare acceptance pack,10:54.9,10:54.9
r1_197,Check if home insurance quote is requested,27:04.2,27:04.2
r1_197,Send acceptance pack,31:49.8,31:49.8
r1_197,Verify repayment agreement,45:16.5,45:16.5
r1_197,Approve application,22:17.0,22:17.0
r1_197,Loan  application approved,22:17.0,22:17.0
r1_56,Loan  application received,00:00.0,00:00.0
r1_56,Check  application  form completeness,55:13.2,55:13.2
r1_56,Check credit history,59:35.6,59:35.6
r1_56,Appraise property,44:37.3,44:37.3
r1_56,Assess loan risk,24:08.4,24:08.4
r1_56,Assess eligibility,57:18.6,57:18.6
r1_56,Reject application,10:37.5,10:37.5
r1_56,Loan application rejected,10:37.5,10:37.5
r1_110,Loan  application received,00:00.0,00:00.0
r1_110,Check  application  form completeness,19:12.0,19:12.0
r1_110,Appraise property,00:11.4,00:11.4
r1_110,Check credit history,45:05.7,45:05.7
r1_110,Assess loan risk,49:40.2,49:40.2
r1_110,Assess eligibility,03:36.1,03:36.1
r1_110,Reject application,21:42.3,21:42.3
r1_110,Loan application rejected,21:42.3,21:42.3
r1_234,Loan  application received,00:00.0,00:00.0
r1_234,Check  application  form completeness,15:32.7,15:32.7
r1_234,Check credit history,40:24.3,40:24.3
r1_234,Appraise property,41:47.6,41:47.6
r1_234,Assess loan risk,23:19.9,23:19.9
r1_234,Assess eligibility,24:12.5,24:12.5
r1_234,Reject application,25:57.2,25:57.2
r1_234,Loan application rejected,25:57.2,25:57.2
r1_400,Loan  application received,00:00.0,00:00.0
r1_400,Check  application  form completeness,13:41.1,13:41.1
r1_400,Check credit history,16:31.9,16:31.9
r1_400,Appraise property,23:33.7,23:33.7
r1_400,Assess loan risk,20:57.4,20:57.4
r1_400,Assess eligibility,32:20.7,32:20.7
r1_400,Prepare acceptance pack,13:34.6,13:34.6
r1_400,Check if home insurance quote is requested,22:19.2,22:19.2
r1_400,Send acceptance pack,24:41.9,24:41.9
r1_400,Verify repayment agreement,56:50.7,56:50.7
r1_400,Cancel application,36:27.1,36:27.1
r1_400,Loan  application canceled,36:27.1,36:27.1
r1_461,Loan  application received,30:00.0,30:00.0
r1_461,Check  application  form completeness,50:17.9,50:17.9
r1_461,Check credit history,03:10.9,03:10.9
r1_461,Appraise property,26:36.2,26:36.2
r1_461,Assess loan risk,15:10.5,15:10.5
r1_461,Assess eligibility,18:14.8,18:14.8
r1_461,Reject application,04:42.6,04:42.6
r1_461,Loan application rejected,04:42.6,04:42.6
r1_103,Loan  application received,30:00.0,30:00.0
r1_103,Check  application  form completeness,44:05.6,44:05.6
r1_103,Appraise property,59:40.3,59:40.3
r1_103,Check credit history,41:38.1,41:38.1
r1_103,Assess loan risk,50:40.1,50:40.1
r1_103,Assess eligibility,40:47.6,40:47.6
r1_103,Reject application,45:33.6,45:33.6
r1_103,Loan application rejected,45:33.6,45:33.6
r1_284,Loan  application received,00:00.0,00:00.0
r1_284,Check  application  form completeness,16:24.6,16:24.6
r1_284,Return application back to applicant,29:20.9,29:20.9
r1_284,Receive updated application,48:03.7,48:03.7
r1_284,Check  application  form completeness,53:57.0,53:57.0
r1_284,Return application back to applicant,59:40.4,59:40.4
r1_284,Receive updated application,05:56.0,05:56.0
r1_284,Check  application  form completeness,30:02.3,30:02.3
r1_284,Check credit history,34:26.1,34:26.1
r1_284,Appraise property,34:27.1,34:27.1
r1_284,Assess loan risk,21:16.6,21:16.6
r1_284,Assess eligibility,13:41.6,13:41.6
r1_284,Reject application,23:26.1,23:26.1
r1_284,Loan application rejected,23:26.1,23:26.1
r1_209,Loan  application received,30:00.0,30:00.0
r1_209,Check  application  form completeness,59:30.9,59:30.9
r1_209,Appraise property,21:41.4,21:41.4
r1_209,Check credit history,00:49.5,00:49.5
r1_209,Assess loan risk,02:17.5,02:17.5
r1_209,Assess eligibility,05:45.9,05:45.9
r1_209,Prepare acceptance pack,37:34.7,37:34.7
r1_209,Check if home insurance quote is requested,38:01.2,38:01.2
r1_209,Send home insurance quote,37:30.2,37:30.2
r1_209,Verify repayment agreement,55:00.1,55:00.1
r1_209,Approve application,55:52.4,55:52.4
r1_209,Loan  application approved,55:52.4,55:52.4
r1_315,Loan  application received,30:00.0,30:00.0
r1_315,Check  application  form completeness,28:17.6,28:17.6
r1_315,Check credit history,29:42.0,29:42.0
r1_315,Appraise property,34:22.5,34:22.5
r1_315,Assess loan risk,48:58.3,48:58.3
r1_315,Assess eligibility,18:39.3,18:39.3
r1_315,Reject application,13:40.8,13:40.8
r1_315,Loan application rejected,13:40.8,13:40.8
r1_286,Loan  application received,00:00.0,00:00.0
r1_286,Check  application  form completeness,04:23.5,04:23.5
r1_286,Appraise property,04:56.3,04:56.3
r1_286,Check credit history,24:28.3,24:28.3
r1_286,Assess loan risk,27:16.2,27:16.2
r1_286,Assess eligibility,30:47.9,30:47.9
r1_286,Prepare acceptance pack,59:22.2,59:22.2
r1_286,Check if home insurance quote is requested,25:37.2,25:37.2
r1_286,Send acceptance pack,40:57.0,40:57.0
r1_286,Verify repayment agreement,48:01.6,48:01.6
r1_286,Cancel application,21:59.8,21:59.8
r1_286,Loan  application canceled,21:59.8,21:59.8
r1_1,Loan  application received,30:00.0,30:00.0
r1_1,Check  application  form completeness,00:12.5,00:12.5
r1_1,Check credit history,33:40.4,33:40.4
r1_1,Assess loan risk,45:17.8,45:17.8
r1_1,Appraise property,18:49.4,18:49.4
r1_1,Assess eligibility,31:48.1,31:48.1
r1_1,Prepare acceptance pack,36:02.6,36:02.6
r1_1,Check if home insurance quote is requested,56:46.3,56:46.3
r1_1,Send home insurance quote,42:14.0,42:14.0
r1_1,Verify repayment agreement,05:58.7,05:58.7
r1_1,Approve application,17:24.2,17:24.2
r1_1,Loan  application approved,17:24.2,17:24.2
r1_188,Loan  application received,00:00.0,00:00.0
r1_188,Check  application  form completeness,15:26.3,15:26.3
r1_188,Appraise property,16:00.6,16:00.6
r1_188,Check credit history,36:07.7,36:07.7
r1_188,Assess loan risk,04:25.0,04:25.0
r1_188,Assess eligibility,35:06.6,35:06.6
r1_188,Reject application,46:01.7,46:01.7
r1_188,Loan application rejected,46:01.7,46:01.7
r1_134,Loan  application received,00:00.0,00:00.0
r1_134,Check  application  form completeness,28:26.8,28:26.8
r1_134,Appraise property,41:30.4,41:30.4
r1_134,Check credit history,32:49.8,32:49.8
r1_134,Assess loan risk,16:53.0,16:53.0
r1_134,Assess eligibility,40:32.3,40:32.3
